Frame,ObjectID,ClassID,Score,CenterX,CenterY,Width,Height
30,8,,,905,502,,
30,9,,,1392,1009,,
30,10,,,762,508,,
30,11,,,1070,417,,
30,12,,,1058,549,,
30,13,,,1425,474,,
30,14,,,626,469,,
30,15,,,679,498,,
30,16,,,1208,418,,
30,17,,,1384,456,,
30,18,,,1576,575,,
30,19,,,1752,570,,
30,20,,,811,466,,
30,21,,,865,443,,
30,22,,,749,434,,
30,23,,,1443,1015,,
30,24,,,1258,467,,
30,25,,,662,408,,
30,26,,,1655,544,,
30,27,,,1587,525,,
30,28,,,1028,400,,
30,29,,,1844,630,,
30,30,,,837,416,,
30,31,,,794,987,,
30,32,,,1765,604,,
31,,2,0.97699225,1742,598,133,57
31,,2,0.95981973,973,582,75,66
31,,2,0.9072588,761,509,42,47
31,,2,0.88784075,1064,552,66,55
31,,2,0.8837297,679,499,43,44
31,,2,0.81211376,625,469,38,31
31,,2,0.7993377,812,467,38,36
31,,2,0.73111904,1132,785,140,122
31,,2,0.70145494,1252,464,57,29
31,,2,0.6648372,579,533,56,45
31,,2,0.5377871,905,503,45,40
31,,2,0.53745526,789,415,31,18
31,,2,0.5235927,749,435,32,21
31,,7,0.6990116,866,447,40,35
31,,7,0.6624647,932,721,113,122
31,,7,0.6581609,1417,472,99,43
31,0,,,527,1059,,
31,1,,,182,1062,,
31,2,,,1678,609,,
31,3,,,787,923,,
31,4,,,1132,785,,
31,5,,,973,582,,
31,6,,,932,721,,
31,7,,,579,533,,
31,8,,,905,503,,
31,9,,,1392,1009,,
31,10,,,761,509,,
31,11,,,1070,417,,
31,12,,,1064,552,,
31,13,,,1417,472,,
31,14,,,625,469,,
31,15,,,679,499,,
31,16,,,1208,418,,
31,17,,,1384,456,,
31,18,,,1576,575,,
31,19,,,1742,598,,
31,20,,,812,467,,
31,21,,,866,447,,
31,22,,,749,435,,
31,23,,,1443,1015,,
31,24,,,1252,464,,
31,25,,,662,408,,
31,26,,,1655,544,,
31,27,,,1587,525,,
31,28,,,1028,400,,
31,29,,,1844,630,,
31,30,,,837,416,,
31,31,,,794,987,,
31,32,,,1765,604,,
31,33,,,789,415,,
32,,2,0.97486615,974,585,74,65
32,,2,0.94534516,1719,589,129,59
32,,2,0.93251747,1069,557,67,55
32,,2,0.91204584,761,510,44,47
32,,2,0.8980422,795,1002,134,146
32,,2,0.8943954,625,470,37,32
32,,2,0.85088784,578,536,56,48
32,,2,0.8383691,1133,792,143,125
32,,2,0.83588344,679,501,43,45
32,,2,0.7441397,935,729,113,129
32,,2,0.7362605,1244,462,54,28
32,,2,0.73229694,813,467,41,37
32,,2,0.5092358,907,503,48,40
32,,2,0.5069058,789,416,30,17
32,,7,0.5443971,932,729,114,139
32,,7,0.5139381,1406,472,89,39
32,0,,,527,1059,,
32,1,,,182,1062,,
32,2,,,1678,609,,
32,3,,,787,923,,
32,4,,,1133,792,,
32,5,,,974,585,,
32,6,,,932,729,,
32,7,,,578,536,,
32,8,,,907,503,,
32,9,,,1392,1009,,
32,10,,,761,510,,
32,11,,,1070,417,,
32,12,,,1069,557,,
32,13,,,1406,472,,
32,14,,,625,470,,
32,15,,,679,501,,
32,16,,,1208,418,,
32,17,,,1384,456,,
32,18,,,1576,575,,
32,19,,,1719,589,,
32,20,,,813,467,,
32,21,,,866,447,,
32,22,,,749,435,,
32,23,,,1443,1015,,
32,24,,,1244,462,,
32,25,,,662,408,,
32,26,,,1655,544,,
32,27,,,1587,525,,
32,28,,,1028,400,,
32,29,,,1844,630,,
32,30,,,837,416,,
32,31,,,795,1002,,
32,32,,,1765,604,,
32,33,,,789,416,,
33,,2,0.9801953,1672,576,122,57
33,,2,0.9355188,1080,565,72,59
33,,2,0.92629147,762,515,46,47
33,,2,0.924945,977,586,71,68
33,,2,0.90923667,815,470,41,34
33,,2,0.8683845,624,473,39,32
33,,2,0.78578603,677,504,44,48
33,,2,0.75225216,1147,803,150,135
33,,2,0.7250034,575,541,58,45
33,,2,0.66705453,907,505,46,38
33,,2,0.5711349,868,447,39,38
33,,2,0.54645973,789,417,31,18
33,,2,0.53728396,1231,458,53,27
33,,2,0.5291167,1393,464,93,44
33,,2,0.5221503,941,737,114,147
33,,2,0.5185332,703,415,31,26
33,,7,0.74797827,940,743,114,139
33,0,,,527,1059,,
33,1,,,182,1062,,
33,2,,,1672,576,,
33,3,,,787,923,,
33,4,,,1147,803,,
33,5,,,977,586,,
33,6,,,940,743,,
33,7,,,575,541,,
33,8,,,907,505,,
33,9,,,1392,1009,,
33,10,,,762,515,,
33,11,,,1070,417,,
33,12,,,1080,565,,
33,13,,,1393,464,,
33,14,,,624,473,,
33,15,,,677,504,,
33,16,,,1208,418,,
33,17,,,1384,456,,
33,18,,,1576,575,,
33,19,,,1719,589,,
33,20,,,815,470,,
33,21,,,868,447,,
33,22,,,749,435,,
33,23,,,1443,1015,,
33,24,,,1231,458,,
33,25,,,662,408,,
33,26,,,1655,544,,
33,27,,,1587,525,,
33,28,,,1028,400,,
33,29,,,1844,630,,
33,30,,,837,416,,
33,31,,,795,1002,,
33,32,,,1765,604,,
33,33,,,789,417,,
33,34,,,703,415,,
34,,2,0.973325,1654,571,117,53
34,,2,0.89907455,574,543,59,46
34,,2,0.89711046,980,588,70,67
34,,2,0.8856154,762,516,45,47
34,,2,0.86111796,623,474,39,32
34,,2,0.8378654,677,506,43,48
34,,2,0.83153856,814,472,40,35
34,,2,0.8089425,1087,572,71,56
34,,2,0.72759545,1150,808,149,134
34,,2,0.72228515,944,751,115,135
34,,2,0.5782253,1382,463,88,39
34,,7,0.69263357,868,447,39,38
34,,7,0.61200076,1152,808,153,128
34,,7,0.54599226,944,754,121,139
34,0,,,527,1059,,
34,1,,,182,1062,,
34,2,,,1654,571,,
34,3,,,787,923,,
34,4,,,1152,808,,
34,5,,,980,588,,
34,6,,,944,754,,
34,7,,,574,543,,
34,8,,,907,505,,
34,9,,,1392,1009,,
34,10,,,762,516,,
34,11,,,1070,417,,
34,12,,,1087,572,,
34,13,,,1382,463,,
34,14,,,623,474,,
34,15,,,677,506,,
34,16,,,1208,418,,
34,17,,,1384,456,,
34,18,,,1576,575,,
34,19,,,1719,589,,
34,20,,,814,472,,
34,21,,,868,447,,
34,22,,,749,435,,
34,23,,,1443,1015,,
34,24,,,1231,458,,
34,25,,,662,408,,
34,26,,,1655,544,,
34,27,,,1587,525,,
34,28,,,1028,400,,
34,29,,,1844,630,,
34,30,,,837,416,,
34,31,,,795,1002,,
34,32,,,1765,604,,
34,33,,,789,417,,
34,34,,,703,415,,
35,,2,0.98877615,1633,564,112,52
35,,2,0.9402891,1093,577,69,59
35,,2,0.90855163,981,589,73,69
35,,2,0.8971852,677,509,43,48
35,,2,0.8909718,762,518,47,48
35,,2,0.8729611,622,475,38,34
35,,2,0.8577801,815,473,41,34
35,,2,0.8463331,948,759,120,138
35,,2,0.7471387,571,545,62,47
35,,2,0.59874225,790,417,32,21
35,,2,0.5208519,841,419,22,17
35,,7,0.7438843,869,449,39,36
35,,7,0.6974362,1157,814,154,131
35,,7,0.6646581,1378,461,90,40
35,,7,0.50651926,911,506,48,41
35,0,,,527,1059,,
35,1,,,182,1062,,
35,2,,,1633,564,,
35,3,,,787,923,,
35,4,,,1157,814,,
35,5,,,981,589,,
35,6,,,948,759,,
35,7,,,571,545,,
35,8,,,911,506,,
35,9,,,1392,1009,,
35,10,,,762,518,,
35,11,,,1070,417,,
35,12,,,1093,577,,
35,13,,,1378,461,,
35,14,,,622,475,,
35,15,,,677,509,,
35,16,,,1208,418,,
35,17,,,1384,456,,
35,18,,,1576,575,,
35,19,,,1719,589,,
35,20,,,815,473,,
35,21,,,869,449,,
35,22,,,749,435,,
35,23,,,1443,1015,,
35,24,,,1231,458,,
35,25,,,662,408,,
35,26,,,1655,544,,
35,27,,,1587,525,,
35,28,,,1028,400,,
35,29,,,1844,630,,
35,30,,,841,419,,
35,31,,,795,1002,,
35,32,,,1765,604,,
35,33,,,790,417,,
35,34,,,703,415,,
36,,2,0.96199286,1099,580,76,62
36,,2,0.9148219,763,520,47,48
36,,2,0.8898071,622,477,38,33
36,,2,0.8863859,815,475,41,35
36,,2,0.8849503,573,547,58,47
36,,2,0.8831938,1615,558,114,52
36,,2,0.8491819,677,510,43,49
36,,2,0.81819284,950,763,125,156
36,,2,0.80764043,1156,818,151,138
36,,2,0.76226187,982,593,74,66
36,,2,0.68138313,911,507,50,40
36,,2,0.5358802,791,418,33,20
36,,2,0.5073169,702,416,31,26
36,,7,0.5851765,870,450,38,36
36,0,,,527,1059,,
36,1,,,182,1062,,
36,2,,,1615,558,,
36,3,,,787,923,,
36,4,,,1156,818,,
36,5,,,982,593,,
36,6,,,950,763,,
36,7,,,573,547,,
36,8,,,911,507,,
36,9,,,1392,1009,,
36,10,,,763,520,,
36,11,,,1070,417,,
36,12,,,1099,580,,
36,13,,,1378,461,,
36,14,,,622,477,,
36,15,,,677,510,,
36,16,,,1208,418,,
36,17,,,1384,456,,
36,18,,,1576,575,,
36,19,,,1719,589,,
36,20,,,815,475,,
36,21,,,870,450,,
36,22,,,749,435,,
36,23,,,1443,1015,,
36,24,,,1231,458,,
36,25,,,662,408,,
36,26,,,1655,544,,
36,27,,,1587,525,,
36,28,,,1028,400,,
36,29,,,1844,630,,
36,30,,,841,419,,
36,31,,,795,1002,,
36,32,,,1765,604,,
36,33,,,791,418,,
36,34,,,702,416,,
37,,2,0.96702063,1580,548,99,46
37,,2,0.9340171,569,551,59,52
37,,2,0.93315315,675,515,45,49
37,,2,0.92885816,1112,592,74,63
37,,2,0.91184837,763,523,47,51
37,,2,0.9010952,815,476,40,37
37,,2,0.8991938,621,479,42,34
37,,2,0.81846005,870,450,38,38
37,,2,0.78248686,985,595,76,67
37,,2,0.75739545,1167,831,155,139
37,,2,0.61572397,653,420,24,15
37,,2,0.5785302,791,419,34,21
37,,2,0.5472285,958,783,121,154
37,,2,0.5309387,913,509,48,41
37,,2,0.52976984,845,422,29,18
37,,7,0.7919638,959,784,126,148
37,,7,0.62648267,1167,830,163,136
37,0,,,527,1059,,
37,1,,,182,1062,,
37,2,,,1615,558,,
37,3,,,787,923,,
37,4,,,1167,830,,
37,5,,,985,595,,
37,6,,,959,784,,
37,7,,,569,551,,
37,8,,,913,509,,
37,9,,,1392,1009,,
37,10,,,763,523,,
37,11,,,1070,417,,
37,12,,,1112,592,,
37,13,,,1378,461,,
37,14,,,621,479,,
37,15,,,675,515,,
37,16,,,1208,418,,
37,17,,,1384,456,,
37,18,,,1580,548,,
37,19,,,1719,589,,
37,20,,,815,476,,
37,21,,,870,450,,
37,22,,,749,435,,
37,23,,,1443,1015,,
37,24,,,1231,458,,
37,25,,,653,420,,
37,26,,,1655,544,,
37,27,,,1587,525,,
37,28,,,1028,400,,
37,29,,,1844,630,,
37,30,,,845,422,,
37,31,,,795,1002,,
37,32,,,1765,604,,
37,33,,,791,419,,
37,34,,,702,416,,
38,,2,0.938774,1120,598,78,64
38,,2,0.9373727,674,517,45,49
38,,2,0.9026939,1563,543,101,44
38,,2,0.9016116,621,480,43,33
38,,2,0.894571,763,523,46,50
38,,2,0.8569865,816,477,40,37
38,,2,0.8567476,567,552,63,51
38,,2,0.83326244,985,598,75,69
38,,2,0.7540955,965,792,129,167
38,,2,0.7001459,1175,836,162,147
38,,2,0.5705737,844,423,28,18
38,,2,0.5532455,914,512,49,41
38,,7,0.6857004,1177,838,168,141
38,,7,0.6656344,963,793,135,153
38,,7,0.6625735,871,451,40,38
38,,7,0.5271841,913,510,50,42
38,0,,,527,1059,,
38,1,,,182,1062,,
38,2,,,1615,558,,
38,3,,,787,923,,
38,4,,,1177,838,,
38,5,,,985,598,,
38,6,,,963,793,,
38,7,,,567,552,,
38,8,,,913,510,,
38,9,,,1392,1009,,
38,10,,,763,523,,
38,11,,,1070,417,,
38,12,,,1120,598,,
38,13,,,1378,461,,
38,14,,,621,480,,
38,15,,,674,517,,
38,16,,,1208,418,,
38,17,,,1384,456,,
38,18,,,1563,543,,
38,19,,,1719,589,,
38,20,,,816,477,,
38,21,,,871,451,,
38,22,,,749,435,,
38,23,,,1443,1015,,
38,24,,,1231,458,,
38,25,,,653,420,,
38,26,,,1655,544,,
38,27,,,1587,525,,
38,28,,,1028,400,,
38,29,,,1844,630,,
38,30,,,844,423,,
38,31,,,795,1002,,
38,32,,,1765,604,,
38,33,,,791,419,,
38,34,,,702,416,,
39,,2,0.97973436,986,599,75,69
39,,2,0.96930736,1126,601,81,66
39,,2,0.90626925,1547,537,96,47
39,,2,0.9044734,674,518,45,49
39,,2,0.8860144,620,481,43,35
39,,2,0.8779875,817,478,41,38
39,,2,0.8363506,1179,846,161,144
39,,2,0.8247644,763,527,48,54
39,,2,0.7853835,913,510,51,42
39,,2,0.6673623,566,557,63,49
39,,2,0.6546559,969,803,135,173
39,,2,0.52854437,652,420,27,17
39,,2,0.52281946,845,423,27,18
39,,7,0.77708405,969,804,132,163
39,,7,0.67416626,871,451,42,39
39,0,,,527,1059,,
39,1,,,182,1062,,
39,2,,,1615,558,,
39,3,,,787,923,,
39,4,,,1179,846,,
39,5,,,986,599,,
39,6,,,969,804,,
39,7,,,566,557,,
39,8,,,913,510,,
39,9,,,1392,1009,,
39,10,,,763,527,,
39,11,,,1070,417,,
39,12,,,1126,601,,
39,13,,,1378,461,,
39,14,,,620,481,,
39,15,,,674,518,,
39,16,,,1208,418,,
39,17,,,1384,456,,
39,18,,,1547,537,,
39,19,,,1719,589,,
39,20,,,817,478,,
39,21,,,871,451,,
39,22,,,749,435,,
39,23,,,1443,1015,,
39,24,,,1231,458,,
39,25,,,652,420,,
39,26,,,1655,544,,
39,27,,,1587,525,,
39,28,,,1028,400,,
39,29,,,1844,630,,
39,30,,,845,423,,
39,31,,,795,1002,,
39,32,,,1765,604,,
39,33,,,791,419,,
39,34,,,702,416,,
40,,2,0.9854072,1133,608,80,70
40,,2,0.964958,987,600,75,70
40,,2,0.9516567,1532,533,92,43
40,,2,0.8980015,915,512,51,40
40,,2,0.8976093,764,529,49,54
40,,2,0.8757176,1183,850,171,154
40,,2,0.87216717,673,520,45,52
40,,2,0.85735935,818,480,42,37
40,,2,0.83846,566,559,65,51
40,,2,0.83830523,973,807,136,175
40,,2,0.7428438,620,482,44,34
40,,2,0.5644356,873,452,43,38
40,0,,,527,1059,,
40,1,,,182,1062,,
40,2,,,1615,558,,
40,3,,,787,923,,
40,4,,,1183,850,,
40,5,,,987,600,,
40,6,,,973,807,,
40,7,,,566,559,,
40,8,,,915,512,,
40,9,,,1392,1009,,
40,10,,,764,529,,
40,11,,,1070,417,,
40,12,,,1133,608,,
40,13,,,1378,461,,
40,14,,,620,482,,
40,15,,,673,520,,
40,16,,,1208,418,,
40,17,,,1384,456,,
40,18,,,1532,533,,
40,19,,,1719,589,,
40,20,,,818,480,,
40,21,,,873,452,,
40,22,,,749,435,,
40,23,,,1443,1015,,
40,24,,,1231,458,,
40,25,,,652,420,,
40,26,,,1655,544,,
40,27,,,1587,525,,
40,28,,,1028,400,,
40,29,,,1844,630,,
40,30,,,845,423,,
40,31,,,795,1002,,
40,32,,,1765,604,,
40,33,,,791,419,,
40,34,,,702,416,,
41,,2,0.9867069,1148,621,90,72
41,,2,0.96344155,764,532,51,51
41,,2,0.9560415,990,604,79,72
41,,2,0.919137,1504,524,89,41
41,,2,0.91405475,618,485,39,34
41,,2,0.9059599,1199,863,168,163
41,,2,0.85999715,561,564,66,53
41,,2,0.84417206,980,831,143,190
41,,2,0.7595847,818,484,41,36
41,,2,0.7472794,672,523,49,53
41,,2,0.6659933,917,513,50,41
41,0,,,527,1059,,
41,1,,,182,1062,,
41,2,,,1615,558,,
41,3,,,787,923,,
41,4,,,1199,863,,
41,5,,,990,604,,
41,6,,,980,831,,
41,7,,,561,564,,
41,8,,,917,513,,
41,9,,,1392,1009,,
41,10,,,764,532,,
41,11,,,1070,417,,
41,12,,,1148,621,,
41,13,,,1378,461,,
41,14,,,618,485,,
41,15,,,672,523,,
41,16,,,1208,418,,
41,17,,,1384,456,,
41,18,,,1504,524,,
41,19,,,1719,589,,
41,20,,,818,484,,
41,21,,,873,452,,
41,22,,,749,435,,
41,23,,,1443,1015,,
41,24,,,1231,458,,
41,25,,,652,420,,
41,26,,,1655,544,,
41,27,,,1587,525,,
41,28,,,1028,400,,
41,29,,,1844,630,,
41,30,,,845,423,,
41,31,,,795,1002,,
41,32,,,1765,604,,
41,33,,,791,419,,
41,34,,,702,416,,
42,,2,0.9624253,1155,627,90,76
42,,2,0.94821453,993,605,80,74
42,,2,0.9224091,617,486,43,35
42,,2,0.9071084,765,534,51,54
42,,2,0.9056567,672,528,48,53
42,,2,0.8904634,1204,872,169,162
42,,2,0.88779575,1489,519,86,41
42,,2,0.87715715,559,567,67,56
42,,2,0.8615093,986,843,140,176
42,,2,0.72125876,819,481,42,42
42,,2,0.61984855,917,514,50,41
42,,7,0.5916157,874,452,43,41
42,0,,,527,1059,,
42,1,,,182,1062,,
42,2,,,1615,558,,
42,3,,,787,923,,
42,4,,,1204,872,,
42,5,,,993,605,,
42,6,,,986,843,,
42,7,,,559,567,,
42,8,,,917,514,,
42,9,,,1392,1009,,
42,10,,,765,534,,
42,11,,,1070,417,,
42,12,,,1155,627,,
42,13,,,1378,461,,
42,14,,,617,486,,
42,15,,,672,528,,
42,16,,,1208,418,,
42,17,,,1384,456,,
42,18,,,1489,519,,
42,19,,,1719,589,,
42,20,,,819,481,,
42,21,,,874,452,,
42,22,,,749,435,,
42,23,,,1443,1015,,
42,24,,,1231,458,,
42,25,,,652,420,,
42,26,,,1655,544,,
42,27,,,1587,525,,
42,28,,,1028,400,,
42,29,,,1844,630,,
42,30,,,845,423,,
42,31,,,795,1002,,
42,32,,,1765,604,,
42,33,,,791,419,,
42,34,,,702,416,,
43,,2,0.98770744,1166,635,94,76
43,,2,0.9086441,559,570,65,54
43,,2,0.908277,993,855,137,185
43,,2,0.89283395,765,536,51,56
43,,2,0.891949,1476,515,83,38
43,,2,0.89163035,1210,878,176,165
43,,2,0.88654006,617,488,43,35
43,,2,0.8389602,821,485,42,38
43,,2,0.8151566,672,529,48,56
43,,2,0.7418005,918,515,51,41
43,,2,0.715539,994,608,78,75
43,,2,0.56504923,875,456,41,35
43,0,,,527,1059,,
43,1,,,182,1062,,
43,2,,,1615,558,,
43,3,,,787,923,,
43,4,,,1210,878,,
43,5,,,994,608,,
43,6,,,993,855,,
43,7,,,559,570,,
43,8,,,918,515,,
43,9,,,1392,1009,,
43,10,,,765,536,,
43,11,,,1070,417,,
43,12,,,1166,635,,
43,13,,,1378,461,,
43,14,,,617,488,,
43,15,,,672,529,,
43,16,,,1208,418,,
43,17,,,1384,456,,
43,18,,,1476,515,,
43,19,,,1719,589,,
43,20,,,821,485,,
43,21,,,875,456,,
43,22,,,749,435,,
43,23,,,1443,1015,,
43,24,,,1231,458,,
43,25,,,652,420,,
43,26,,,1655,544,,
43,27,,,1587,525,,
43,28,,,1028,400,,
43,29,,,1844,630,,
43,30,,,845,423,,
43,31,,,795,1002,,
43,32,,,1765,604,,
43,33,,,791,419,,
43,34,,,702,416,,
